,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,Species,Family,Order
168,169,Spectrogram 1,1,84.0,84.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_111256800_02684_1.wav,,,passerine
169,170,Spectrogram 1,1,84.5,85.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_111313704_07737_1.wav,,warbler,passerine
170,171,Spectrogram 1,1,85.0,85.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_111576432_07184_1.wav,,warbler,passerine
171,172,Spectrogram 1,1,85.5,86.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_111627816_02763_1.wav,,,passerine
172,173,Spectrogram 1,1,86.0,86.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112034616_02684_1.wav,,,passerine
173,174,Spectrogram 1,1,86.5,87.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112038911_02684_1.wav,,,passerine
174,175,Spectrogram 1,1,87.0,87.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112146791_02921_1.wav,,,passerine
175,176,Spectrogram 1,1,87.5,88.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112264488_03079_1.wav,,,passerine
176,177,Spectrogram 1,1,88.0,88.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112372392_02684_1.wav,,,passerine
177,178,Spectrogram 1,1,88.5,89.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_112758120_06790_1.wav,,,passerine
178,179,Spectrogram 1,1,89.0,89.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_113223143_05921_1.wav,,,passerine
179,180,Spectrogram 1,1,89.5,90.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_113281223_07500_1.wav,,warbler,passerine
180,181,Spectrogram 1,1,90.0,90.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_113721720_06474_1.wav,,warbler,passerine
181,182,Spectrogram 1,1,90.5,91.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_113944680_06237_1.wav,cswa,warbler,passerine
182,183,Spectrogram 1,1,91.0,91.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114066240_06079_1.wav,cswa,warbler,passerine
183,184,Spectrogram 1,1,91.5,92.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114090504_02763_1.wav,,,passerine
184,185,Spectrogram 1,1,92.0,92.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114151968_03237_1.wav,,,passerine
185,186,Spectrogram 1,1,92.5,93.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114267984_02763_1.wav,swth,thrush,passerine
186,187,Spectrogram 1,1,93.0,93.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114293472_02921_1.wav,swth,thrush,passerine
187,188,Spectrogram 1,1,93.5,94.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_114580103_06868_1.wav,,,passerine
188,189,Spectrogram 1,1,94.0,94.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_115235688_02842_1.wav,,,passerine
189,190,Spectrogram 1,1,94.5,95.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_116270544_02684_1.wav,swth,thrush,passerine
190,191,Spectrogram 1,1,95.0,95.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_117171672_02526_1.wav,,,passerine
191,192,Spectrogram 1,1,95.5,96.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_117339288_02605_1.wav,swth,thrush,passerine
192,193,Spectrogram 1,1,96.0,96.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_118387704_07105_1.wav,,warbler,passerine
193,194,Spectrogram 1,1,96.5,97.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_118406280_06079_1.wav,,warbler,passerine
194,195,Spectrogram 1,1,97.0,97.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_118576272_07026_1.wav,,,passerine
195,196,Spectrogram 1,1,97.5,98.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_119012904_02605_1.wav,,,passerine
196,197,Spectrogram 1,1,98.0,98.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_119095848_03000_1.wav,,,passerine
197,198,Spectrogram 1,1,98.5,99.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_119214072_03237_1.wav,gcth,thrush,passerine
198,199,Spectrogram 1,1,99.0,99.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_119331599_02842_1.wav,swth,thrush,passerine
199,200,Spectrogram 1,1,99.5,100.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_122741784_03316_1.wav,gcth,thrush,passerine
200,201,Spectrogram 1,1,100.0,100.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_122785223_06710_1.wav,,,passerine
201,202,Spectrogram 1,1,100.5,101.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_122859143_08290_1.wav,wtsp,sparrow,passerine
202,203,Spectrogram 1,1,101.0,101.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_122876472_02763_1.wav,swth,thrush,passerine
203,204,Spectrogram 1,1,101.5,102.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_122900639_02605_1.wav,swth,thrush,passerine
204,205,Spectrogram 1,1,102.0,102.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_123474504_03079_1.wav,,,passerine
205,206,Spectrogram 1,1,102.5,103.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_124781280_02763_1.wav,,,passerine
206,207,Spectrogram 1,1,103.0,103.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_124874112_06553_1.wav,,,passerine
207,208,Spectrogram 1,1,103.5,104.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_124929360_03158_1.wav,rbgr,cardinal,passerine
208,209,Spectrogram 1,1,104.0,104.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125069040_02842_1.wav,swth,thrush,passerine
209,210,Spectrogram 1,1,104.5,105.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125094360_02921_1.wav,,,passerine
210,211,Spectrogram 1,1,105.0,105.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125271336_03000_1.wav,,,passerine
211,212,Spectrogram 1,1,105.5,106.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125291303_07184_1.wav,,warbler,passerine
212,213,Spectrogram 1,1,106.0,106.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125439744_03000_1.wav,,,passerine
213,214,Spectrogram 1,1,106.5,107.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125628744_02921_1.wav,rbgr,cardinal,passerine
214,215,Spectrogram 1,1,107.0,107.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125836727_02921_1.wav,,,passerine
215,216,Spectrogram 1,1,107.5,108.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125890392_07342_1.wav,,warbler,passerine
216,217,Spectrogram 1,1,108.0,108.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_125926992_02763_1.wav,rbgr,cardinal,passerine
217,218,Spectrogram 1,1,108.5,109.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126019223_07421_1.wav,,,passerine
218,219,Spectrogram 1,1,109.0,109.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126021240_03000_1.wav,,,passerine
219,220,Spectrogram 1,1,109.5,110.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126058536_06237_1.wav,,,passerine
220,221,Spectrogram 1,1,110.0,110.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126085776_02526_1.wav,,,passerine
221,222,Spectrogram 1,1,110.5,111.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126127896_07579_1.wav,,,passerine
222,223,Spectrogram 1,1,111.0,111.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126155136_03079_1.wav,,,passerine
223,224,Spectrogram 1,1,111.5,112.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126316368_07342_1.wav,,,passerine
224,225,Spectrogram 1,1,112.0,112.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126371784_03079_1.wav,rbgr,cardinal,passerine
225,226,Spectrogram 1,1,112.5,113.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126448247_06868_1.wav,,,passerine
226,227,Spectrogram 1,1,113.0,113.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126702552_07579_1.wav,,,passerine
227,228,Spectrogram 1,1,113.5,114.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126803976_07105_1.wav,,sparrow,passerine
228,229,Spectrogram 1,1,114.0,114.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126816240_06474_1.wav,,,passerine
229,230,Spectrogram 1,1,114.5,115.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_126867383_07342_1.wav,,sparrow,passerine
230,231,Spectrogram 1,1,115.0,115.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127008383_02526_1.wav,,,passerine
231,232,Spectrogram 1,1,115.5,116.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127325976_07658_1.wav,,,passerine
232,233,Spectrogram 1,1,116.0,116.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127456920_07895_1.wav,grsp,sparrow,passerine
233,234,Spectrogram 1,1,116.5,117.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127476167_07658_1.wav,,,passerine
234,235,Spectrogram 1,1,117.0,117.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127635383_07263_1.wav,,warbler,passerine
235,236,Spectrogram 1,1,117.5,118.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127677240_07342_1.wav,,,passerine
236,237,Spectrogram 1,1,118.0,118.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127706232_07342_1.wav,,sparrow,passerine
237,238,Spectrogram 1,1,118.5,119.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127735392_07658_1.wav,,,passerine
238,239,Spectrogram 1,1,119.0,119.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127769904_02290_1.wav,,,passerine
239,240,Spectrogram 1,1,119.5,120.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127786536_08053_1.wav,,sparrow,passerine
240,241,Spectrogram 1,1,120.0,120.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127863696_07974_1.wav,,,passerine
241,242,Spectrogram 1,1,120.5,121.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_127971936_06868_1.wav,,,passerine
242,243,Spectrogram 1,1,121.0,121.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128013792_02763_1.wav,,,passerine
243,244,Spectrogram 1,1,121.5,122.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128102423_06474_1.wav,,warbler,passerine
244,245,Spectrogram 1,1,122.0,122.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128109864_02763_1.wav,,,passerine
245,246,Spectrogram 1,1,122.5,123.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128302896_05605_1.wav,,,passerine
246,247,Spectrogram 1,1,123.0,123.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128329247_02921_1.wav,,,passerine
247,248,Spectrogram 1,1,123.5,124.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128412432_07579_1.wav,,sparrow,passerine
248,249,Spectrogram 1,1,124.0,124.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128612519_02921_1.wav,woth,thrush,passerine
249,250,Spectrogram 1,1,124.5,125.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128696784_02763_1.wav,woth,thrush,passerine
250,251,Spectrogram 1,1,125.0,125.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128782247_02526_1.wav,woth,thrush,passerine
251,252,Spectrogram 1,1,125.5,126.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_128965800_03237_1.wav,,thrush,passerine
252,253,Spectrogram 1,1,126.0,126.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_129205944_06868_1.wav,,warbler,passerine
253,254,Spectrogram 1,1,126.5,127.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_129267936_06947_1.wav,,,passerine
254,255,Spectrogram 1,1,127.0,127.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_130132272_07579_1.wav,,warbler,passerine
255,256,Spectrogram 1,1,127.5,128.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_132544920_06710_1.wav,,,passerine
256,257,Spectrogram 1,1,128.0,128.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_132892247_06790_1.wav,,,passerine
257,258,Spectrogram 1,1,128.5,129.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_132940584_07184_1.wav,nopa,warbler,passerine
258,259,Spectrogram 1,1,129.0,129.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133061352_06474_1.wav,,,passerine
259,260,Spectrogram 1,1,129.5,130.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133072488_06395_1.wav,,,passerine
260,261,Spectrogram 1,1,130.0,130.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133140528_07105_1.wav,,,passerine
261,262,Spectrogram 1,1,130.5,131.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133177320_06868_1.wav,,,passerine
262,263,Spectrogram 1,1,131.0,131.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133246920_06395_1.wav,,warbler,passerine
263,264,Spectrogram 1,1,131.5,132.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133264176_08053_1.wav,,,passerine
264,265,Spectrogram 1,1,132.0,132.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133334496_05842_1.wav,,,passerine
265,266,Spectrogram 1,1,132.5,133.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133464456_06947_1.wav,,warbler,passerine
266,267,Spectrogram 1,1,133.0,133.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133616927_07263_1.wav,,,passerine
267,268,Spectrogram 1,1,133.5,134.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_133663847_06868_1.wav,,,passerine
268,269,Spectrogram 1,1,134.0,134.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_135116424_05842_1.wav,,,passerine
269,270,Spectrogram 1,1,134.5,135.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_136260048_06474_1.wav,,sparrow,passerine
270,271,Spectrogram 1,1,135.0,135.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_136365048_06395_1.wav,,,passerine
271,272,Spectrogram 1,1,135.5,136.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_136919232_07895_1.wav,,,passerine
272,273,Spectrogram 1,1,136.0,136.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_137466312_06158_1.wav,,warbler,passerine
273,274,Spectrogram 1,1,136.5,137.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_137538720_02368_1.wav,swth,thrush,passerine
274,275,Spectrogram 1,1,137.0,137.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_138915887_03395_1.wav,,,passerine
275,276,Spectrogram 1,1,137.5,138.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139137720_03039_1.wav,,,passerine
276,277,Spectrogram 1,1,138.0,138.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139356576_02605_1.wav,,,passerine
277,278,Spectrogram 1,1,138.5,139.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139546704_02684_1.wav,woth,thrush,passerine
278,279,Spectrogram 1,1,139.0,139.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139598112_02290_1.wav,woth,thrush,passerine
279,280,Spectrogram 1,1,139.5,140.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139636464_06632_1.wav,,,passerine
280,281,Spectrogram 1,1,140.0,140.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_139756103_02684_1.wav,,,passerine
281,282,Spectrogram 1,1,140.5,141.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_140521296_07105_1.wav,,,passerine
282,283,Spectrogram 1,1,141.0,141.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_141300552_06395_1.wav,,,passerine
283,284,Spectrogram 1,1,141.5,142.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_141447288_03000_1.wav,,,passerine
284,285,Spectrogram 1,1,142.0,142.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_141583824_06316_1.wav,cswa,warbler,passerine
285,286,Spectrogram 1,1,142.5,143.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_141652320_07737_1.wav,savs,sparrow,passerine
286,287,Spectrogram 1,1,143.0,143.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142094568_06947_1.wav,,,passerine
287,288,Spectrogram 1,1,143.5,144.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142183968_07342_1.wav,,,passerine
288,289,Spectrogram 1,1,144.0,144.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142241687_03947_1.wav,,,passerine
289,290,Spectrogram 1,1,144.5,145.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142257792_07184_1.wav,,warbler,passerine
290,291,Spectrogram 1,1,145.0,145.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142517544_06947_1.wav,,,passerine
291,292,Spectrogram 1,1,145.5,146.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142572984_02763_1.wav,,,passerine
292,293,Spectrogram 1,1,146.0,146.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142606272_06710_1.wav,,,passerine
293,294,Spectrogram 1,1,146.5,147.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142689192_07974_1.wav,,,passerine
294,295,Spectrogram 1,1,147.0,147.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142726296_02763_1.wav,woth,thrush,passerine
295,296,Spectrogram 1,1,147.5,148.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142847856_06395_1.wav,,,passerine
296,297,Spectrogram 1,1,148.0,148.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_142878240_08053_1.wav,woth,thrush,passerine
297,298,Spectrogram 1,1,148.5,149.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_143499936_02605_1.wav,,,passerine
298,299,Spectrogram 1,1,149.0,149.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_143771256_06868_1.wav,,warbler,passerine
299,300,Spectrogram 1,1,149.5,150.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_143920128_07342_1.wav,,,passerine
300,301,Spectrogram 1,1,150.0,150.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_144049272_06553_1.wav,,,passerine
301,302,Spectrogram 1,1,150.5,151.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_146138352_06947_1.wav,,,passerine
302,303,Spectrogram 1,1,151.0,151.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_146797776_02684_1.wav,,,passerine
303,304,Spectrogram 1,1,151.5,152.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_146845584_02763_1.wav,,,passerine
304,305,Spectrogram 1,1,152.0,152.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_146918376_02605_1.wav,,thrush,passerine
305,306,Spectrogram 1,1,152.5,153.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_147006288_07816_1.wav,,,passerine
306,307,Spectrogram 1,1,153.0,153.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_149340216_07026_1.wav,,,passerine
307,308,Spectrogram 1,1,153.5,154.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150894720_09079_1.wav,,,passerine
308,309,Spectrogram 1,1,154.0,154.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150907176_09237_1.wav,,sparrow,passerine
309,310,Spectrogram 1,1,154.5,155.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150921960_08605_1.wav,,sparrow,passerine
310,311,Spectrogram 1,1,155.0,155.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150946128_08684_1.wav,,,passerine
311,312,Spectrogram 1,1,155.5,156.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150960504_08053_1.wav,,sparrow,passerine
312,313,Spectrogram 1,1,156.0,156.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_150981767_07579_1.wav,,sparrow,passerine
313,314,Spectrogram 1,1,156.5,157.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_151002720_07579_1.wav,,,passerine
314,315,Spectrogram 1,1,157.0,157.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_151091952_07658_1.wav,,,passerine
315,316,Spectrogram 1,1,157.5,158.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_151101144_07500_1.wav,,,passerine
316,317,Spectrogram 1,1,158.0,158.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_151110504_06868_1.wav,,,passerine
317,318,Spectrogram 1,1,158.5,159.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_151904184_02447_1.wav,swth,thrush,passerine
318,319,Spectrogram 1,1,159.0,159.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_153192384_06632_1.wav,,,passerine
319,320,Spectrogram 1,1,159.5,160.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_153661872_06237_1.wav,,,passerine
320,321,Spectrogram 1,1,160.0,160.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_153747696_06474_1.wav,,warbler,passerine
321,322,Spectrogram 1,1,160.5,161.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_154193976_02763_1.wav,woth,thrush,passerine
322,323,Spectrogram 1,1,161.0,161.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_154219392_03000_1.wav,,,passerine
323,324,Spectrogram 1,1,161.5,162.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_154947456_06710_1.wav,,,passerine
324,325,Spectrogram 1,1,162.0,162.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_155071200_06553_1.wav,,warbler,passerine
325,326,Spectrogram 1,1,162.5,163.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_155211936_06079_1.wav,,,passerine
326,327,Spectrogram 1,1,163.0,163.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_155424912_05842_1.wav,coye,warbler,passerine
327,328,Spectrogram 1,1,163.5,164.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156056496_07105_1.wav,,,passerine
328,329,Spectrogram 1,1,164.0,164.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156210192_06395_1.wav,,warbler,passerine
329,330,Spectrogram 1,1,164.5,165.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156344520_06474_1.wav,,,passerine
330,331,Spectrogram 1,1,165.0,165.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156459936_07658_1.wav,,,passerine
331,332,Spectrogram 1,1,165.5,166.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156671352_07026_1.wav,,warbler,passerine
332,333,Spectrogram 1,1,166.0,166.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_156881616_06632_1.wav,,warbler,passerine
333,334,Spectrogram 1,1,166.5,167.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_157194240_02684_1.wav,,,passerine
334,335,Spectrogram 1,1,167.0,167.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_157308096_02921_1.wav,,,passerine
335,336,Spectrogram 1,1,167.5,168.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_157367976_06710_1.wav,,,passerine
336,337,Spectrogram 1,1,168.0,168.5,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_157486920_07105_1.wav,,,passerine
337,338,Spectrogram 1,1,168.5,169.0,0.0,12000.0,/Volumes/Public/HD5/BirdVox-70k_unit03/unit03_157566264_02605_1.wav,rbgr,cardinal,passerine
